HeureDeb;DeciDeb;HeureFin;DeciFin;Behavior;Debut (s);Fin (s);Start (s);Stop (s);Duration (s);heure
11:03:00;0.7;11:03:22;0.45;Swimming horizontally;39780.7;39802.45;538.7;560.45;21.75;0.454189815
11:03:22;0.45;11:03:34;0.75;Swimming ascent;39802.45;39814.75;560.45;572.75;12.3;
11:03:34;0.75;11:03:36;0.55;Breathing;39814.75;39816.55;572.75;574.55;1.8;
11:03:36;0.55;11:03:52;0.7;Swimming descent;39816.55;39832.7;574.55;590.7;16.15;
11:03:52;0.7;11:04:04;0.45;Swimming horizontally;39832.7;39844.45;590.7;602.45;11.75;
11:04:04;0.45;11:04:20;0.3;Swimming ascent;39844.45;39860.3;602.45;618.3;15.85;
11:04:20;0.3;11:04:22;0.35;Breathing;39860.3;39862.35;618.3;620.35;2.05;
11:04:22;0.35;11:04:41;0.4;Swimming descent;39862.35;39881.4;620.35;639.4;19.05;
11:04:41;0.4;11:04:47;0.6;Swimming horizontally;39881.4;39887.6;639.4;645.6;6.2;
11:04:47;0.6;11:05:05;0.7;Swimming ascent;39887.6;39905.7;645.6;663.7;18.1;
11:05:05;0.7;11:05:07;0.75;Breathing;39905.7;39907.75;663.7;665.75;2.05;
11:05:07;0.75;11:05:18;0.3;Swimming descent;39907.75;39918.3;665.75;676.3;10.55;
11:05:18;0.3;11:05:31;0.6;Swimming ascent;39918.3;39931.6;676.3;689.6;13.3;
11:05:31;0.6;11:05:33;0.35;Breathing;39931.6;39933.35;689.6;691.35;1.75;
11:05:33;0.35;11:05:53;0.55;Swimming descent;39933.35;39953.55;691.35;711.55;20.2;
11:05:53;0.55;11:06:07;0.1;Swimming horizontally;39953.55;39967.1;711.55;725.1;13.55;
11:06:07;0.1;11:06:27;0.95;Swimming ascent;39967.1;39987.95;725.1;745.95;20.85;
11:06:27;0.95;11:06:30;0.7;Breathing;39987.95;39990.7;745.95;748.7;2.75;
11:06:30;0.7;11:06:39;0.9;Swimming descent;39990.7;39999.9;748.7;757.9;9.2;
11:06:39;0.9;11:06:48;0.35;Swimming ascent;39999.9;40008.35;757.9;766.35;8.45;
11:06:48;0.35;11:06:50;0.35;Breathing;40008.35;40010.35;766.35;768.35;2;
11:06:50;0.35;11:07:02;0.4;Swimming descent;40010.35;40022.4;768.35;780.4;12.05;
11:07:02;0.4;11:07:13;0;Swimming ascent;40022.4;40033;780.4;791;10.6;
11:07:13;0;11:07:15;0;Breathing;40033;40035;791;793;2;
11:07:15;0;11:07:30;0.75;Swimming descent;40035;40050.75;793;808.75;15.75;
11:07:30;0.75;11:07:34;0.85;Gliding descent;40050.75;40054.85;808.75;812.85;4.1;
11:07:34;0.85;11:07:40;0.3;Swimming horizontally;40054.85;40060.3;812.85;818.3;5.45;
11:07:40;0.3;11:07:43;0.5;Swimming 1 horizontally;40060.3;40063.5;818.3;821.5;3.2;
11:07:43;0.5;11:07:53;0.8;Swimming horizontally;40063.5;40073.8;821.5;831.8;10.3;
11:07:53;0.8;11:07:59;0.7;Watching;40073.8;40079.7;831.8;837.7;5.9;
11:07:59;0.7;11:08:10;0.1;Swimming horizontally;40079.7;40090.1;837.7;848.1;10.4;
11:08:10;0.1;11:08:22;0.6;Swimming ascent;40090.1;40102.6;848.1;860.6;12.5;
11:08:22;0.6;11:08:29;0.4;Gliding ascent;40102.6;40109.4;860.6;867.4;6.8;
11:08:29;0.4;11:08:56;0.25;Stay in surface;40109.4;40136.25;867.4;894.25;26.85;
11:08:56;0.25;11:09:14;0;Swimming descent;40136.25;40154;894.25;912;17.75;
11:09:14;0;11:09:20;0.2;Swimming 1 horizontally;40154;40160.2;912;918.2;6.2;
11:09:20;0.2;11:09:25;0.4;Gliding descent;40160.2;40165.4;918.2;923.4;5.2;
11:09:25;0.4;11:09:30;0.2;Swimming horizontally;40165.4;40170.2;923.4;928.2;4.8;
11:09:30;0.2;11:09:35;0.75;Sand;40170.2;40175.75;928.2;933.75;5.55;
11:09:35;0.75;11:09:59;0.6;Swimming on the bottom;40175.75;40199.6;933.75;957.6;23.85;
11:09:59;0.6;11:10:44;0.3;Resting watching;40199.6;40244.3;957.6;1002.3;44.7;
11:10:44;0.3;11:10:47;0.55;Right U-turn;40244.3;40247.55;1002.3;1005.55;3.25;
11:10:47;0.55;11:10:51;0.3;Swimming 1 ascent;40247.55;40251.3;1005.55;1009.3;3.75;
11:10:51;0.3;11:10:57;0.9;Watching;40251.3;40257.9;1009.3;1015.9;6.6;
11:10:57;0.9;11:11:16;0.8;Swimming ascent;40257.9;40276.8;1015.9;1034.8;18.9;
11:11:16;0.8;11:11:21;0.2;Gliding ascent;40276.8;40281.2;1034.8;1039.2;4.4;
11:11:21;0.2;11:11:24;0.35;Breathing;40281.2;40284.35;1039.2;1042.35;3.15;
11:11:24;0.35;11:11:31;0.6;Swimming descent;40284.35;40291.6;1042.35;1049.6;7.25;
11:11:31;0.6;11:11:36;0.65;Swimming ascent;40291.6;40296.65;1049.6;1054.65;5.05;
11:11:36;0.65;11:11:39;0.3;Breathing;40296.65;40299.3;1054.65;1057.3;2.65;
11:11:39;0.3;11:11:43;0.4;Swimming descent;40299.3;40303.4;1057.3;1061.4;4.1;
11:11:43;0.4;11:11:46;0.65;Hunting jellyfish;40303.4;40306.65;1061.4;1064.65;3.25;
11:11:46;0.65;11:11:49;0.5;Catching;40306.65;40309.5;1064.65;1067.5;2.85;
11:11:49;0.5;11:11:50;0.95;Swimming 1 descent;40309.5;40310.95;1067.5;1068.95;1.45;
11:11:50;0.95;11:12:05;0.75;Swimming ascent;40310.95;40325.75;1068.95;1083.75;14.8;
11:12:05;0.75;11:12:26;0.3;Stay in surface;40325.75;40346.3;1083.75;1104.3;20.55;
11:12:26;0.3;11:12:53;0.6;Swimming descent;40346.3;40373.6;1104.3;1131.6;27.3;
11:12:53;0.6;11:12:58;0.8;Swimming horizontally;40373.6;40378.8;1131.6;1136.8;5.2;
11:12:58;0.8;11:13:09;0.6;Prospection;40378.8;40389.6;1136.8;1147.6;10.8;
11:13:09;0.6;11:13:13;0.2;Left U-turn;40389.6;40393.2;1147.6;1151.2;3.6;
11:13:13;0.2;11:13:16;0.7;Right U-turn;40393.2;40396.7;1151.2;1154.7;3.5;
11:13:16;0.7;11:13:19;0.1;Swimming on the bottom;40396.7;40399.1;1154.7;1157.1;2.4;
11:13:19;0.1;11:13:24;0.4;Scratching head;40399.1;40404.4;1157.1;1162.4;5.3;
11:13:24;0.4;11:13:27;0;Stepping back;40404.4;40407;1162.4;1165;2.6;
11:13:27;0;11:13:30;0;Left U-turn;40407;40410;1165;1168;3;
11:13:30;0;11:13:54;0;Swimming horizontally;40410;40434;1168;1192;24;
11:13:54;0;11:14:00;0;Swimming 1 horizontally;40434;40440;1192;1198;6;
11:14:00;0;11:14:18;0.5;Swimming horizontally;40440;40458.5;1198;1216.5;18.5;
11:14:18;0.5;11:14:22;0.05;Swimming 1 horizontally;40458.5;40462.05;1216.5;1220.05;3.55;
11:14:22;0.05;11:14:24;0.1;Gliding descent;40462.05;40464.1;1220.05;1222.1;2.05;
11:14:24;0.1;11:14:26;0.3;Left U-turn;40464.1;40466.3;1222.1;1224.3;2.2;
11:14:26;0.3;11:14:29;0.8;Obstacle;40466.3;40469.8;1224.3;1227.8;3.5;
11:14:29;0.8;11:15:29;0.9;Resting;40469.8;40529.9;1227.8;1287.9;60.1;
11:15:29;0.9;11:15:34;0.2;Swimming on the bottom;40529.9;40534.2;1287.9;1292.2;4.3;
11:15:34;0.2;11:15:57;0.8;Swimming ascent;40534.2;40557.8;1292.2;1315.8;23.6;
11:15:57;0.8;11:16:02;0.35;Swimming 1 ascent;40557.8;40562.35;1315.8;1320.35;4.55;
11:16:02;0.35;11:16:06;0.3;Gliding ascent;40562.35;40566.3;1320.35;1324.3;3.95;
11:16:06;0.3;11:17:05;0.5;Stay in surface;40566.3;40625.5;1324.3;1383.5;59.2;
11:17:05;0.5;11:17:18;0.4;Swimming descent;40625.5;40638.4;1383.5;1396.4;12.9;
11:17:18;0.4;11:17:25;0.15;Swimming 1 descent;40638.4;40645.15;1396.4;1403.15;6.75;
11:17:25;0.15;11:17:33;0.3;Gliding descent;40645.15;40653.3;1403.15;1411.3;8.15;
11:17:33;0.3;11:17:37;0.1;Swimming descent;40653.3;40657.1;1411.3;1415.1;3.8;
11:17:37;0.1;11:17:46;0.2;Swimming horizontally;40657.1;40666.2;1415.1;1424.2;9.1;
11:17:46;0.2;11:17:49;0.65;Gliding descent;40666.2;40669.65;1424.2;1427.65;3.45;
11:17:49;0.65;11:17:59;0;Swimming 1 horizontally;40669.65;40679;1427.65;1437;9.35;
11:17:59;0;11:18:00;0.95;Gliding descent;40679;40680.95;1437;1438.95;1.95;
11:18:00;0.95;11:18:03;0.8;Foraging;40680.95;40683.8;1438.95;1441.8;2.85;
11:18:03;0.8;11:18:09;0.4;Scratching;40683.8;40689.4;1441.8;1447.4;5.6;
11:18:09;0.4;11:18:36;0;Scratching camera;40689.4;40716;1447.4;1474;26.6;
11:18:36;0;11:19:21;0.4;Resting;40716;40761.4;1474;1519.4;45.4;
11:19:21;0.4;11:19:26;0.7;Swimming on the bottom;40761.4;40766.7;1519.4;1524.7;5.3;
11:19:26;0.7;11:19:29;0.3;Swimming 1 ascent;40766.7;40769.3;1524.7;1527.3;2.6;
11:19:29;0.3;11:19:51;0.4;Swimming ascent;40769.3;40791.4;1527.3;1549.4;22.1;
11:19:51;0.4;11:19:58;0.25;Swimming 1 ascent;40791.4;40798.25;1549.4;1556.25;6.85;
11:19:58;0.25;11:20:04;0.8;Gliding ascent;40798.25;40804.8;1556.25;1562.8;6.55;
11:20:04;0.8;11:21:12;0.05;Stay in surface;40804.8;40872.05;1562.8;1630.05;67.25;
11:21:12;0.05;11:21:26;0.4;Swimming descent;40872.05;40886.4;1630.05;1644.4;14.35;
11:21:26;0.4;11:21:50;0.5;Swimming ascent;40886.4;40910.5;1644.4;1668.5;24.1;
11:21:50;0.5;11:22:25;0.5;Stay in surface;40910.5;40945.5;1668.5;1703.5;35;
11:22:25;0.5;11:22:48;0.8;Swimming descent;40945.5;40968.8;1703.5;1726.8;23.3;
11:22:48;0.8;11:23:07;0.1;Gliding descent;40968.8;40987.1;1726.8;1745.1;18.3;
11:23:07;0.1;11:23:08;0.85;Right U-turn;40987.1;40988.85;1745.1;1746.85;1.75;
11:23:08;0.85;11:23:10;0.8;Sand;40988.85;40990.8;1746.85;1748.8;1.95;
11:23:10;0.8;11:23:15;0.95;Swimming on the bottom;40990.8;40995.95;1748.8;1753.95;5.15;
11:23:15;0.95;11:25:40;0.2;Resting;40995.95;41140.2;1753.95;1898.2;144.25;
11:25:40;0.2;11:25:44;0.75;Swimming on the bottom;41140.2;41144.75;1898.2;1902.75;4.55;
11:25:44;0.75;11:26:28;0.9;Swimming horizontally;41144.75;41188.9;1902.75;1946.9;44.15;
11:26:28;0.9;11:26:31;0.5;Swimming 1 horizontally;41188.9;41191.5;1946.9;1949.5;2.6;
11:26:31;0.5;11:26:37;0.05;Right U-turn;41191.5;41197.05;1949.5;1955.05;5.55;
11:26:37;0.05;11:26:39;0.8;Left U-turn;41197.05;41199.8;1955.05;1957.8;2.75;
11:26:39;0.8;11:26:42;0.05;Grabbing stationary;41199.8;41202.05;1957.8;1960.05;2.25;
11:26:42;0.05;11:26:50;0.3;Scratching head;41202.05;41210.3;1960.05;1968.3;8.25;
11:26:50;0.3;11:26:57;0.9;Swimming on the bottom;41210.3;41217.9;1968.3;1975.9;7.6;
11:26:57;0.9;11:28:02;0.6;Resting;41217.9;41282.6;1975.9;2040.6;64.7;
11:28:02;0.6;11:28:08;0.2;Swimming on the bottom;41282.6;41288.2;2040.6;2046.2;5.6;
11:28:08;0.2;11:29:33;0;Resting;41288.2;41373;2046.2;2131;84.8;
11:29:33;0;11:29:44;0.4;Scratching;41373;41384.4;2131;2142.4;11.4;
11:29:44;0.4;11:29:57;0;Swimming on the bottom;41384.4;41397;2142.4;2155;12.6;
11:29:57;0;11:30:38;0.4;Swimming horizontally;41397;41438.4;2155;2196.4;41.4;
11:30:38;0.4;11:30:54;0.6;Swimming ascent;41438.4;41454.6;2196.4;2212.6;16.2;
11:30:54;0.6;11:30:56;0.9;Shaking head;41454.6;41456.9;2212.6;2214.9;2.3;
11:30:56;0.9;11:30:58;0.6;Swimming 1 ascent;41456.9;41458.6;2214.9;2216.6;1.7;
11:30:58;0.6;11:31:11;0.6;Gliding ascent;41458.6;41471.6;2216.6;2229.6;13;
11:31:11;0.6;11:33:10;0.75;Stay in surface;41471.6;41590.75;2229.6;2348.75;119.15;
11:33:10;0.75;11:33:24;0.3;Swimming descent;41590.75;41604.3;2348.75;2362.3;13.55;
11:33:24;0.3;11:33:30;0.7;Swimming 1 descent;41604.3;41610.7;2362.3;2368.7;6.4;
11:33:30;0.7;11:33:40;0.6;Gliding descent;41610.7;41620.6;2368.7;2378.6;9.9;
11:33:40;0.6;11:34:13;0.8;Swimming horizontally;41620.6;41653.8;2378.6;2411.8;33.2;
11:34:13;0.8;11:34:19;0.8;Gliding descent;41653.8;41659.8;2411.8;2417.8;6;
11:34:19;0.8;11:34:22;0.7;Sand;41659.8;41662.7;2417.8;2420.7;2.9;
11:34:22;0.7;11:34:28;0.65;Swimming on the bottom;41662.7;41668.65;2420.7;2426.65;5.95;
11:34:28;0.65;11:38:00;0.7;Resting;41668.65;41880.7;2426.65;2638.7;212.05;
11:38:00;0.7;11:38:08;0.25;Swimming on the bottom;41880.7;41888.25;2638.7;2646.25;7.55;
11:38:08;0.25;11:38:24;0.5;Swimming ascent;41888.25;41904.5;2646.25;2662.5;16.25;
11:38:24;0.5;11:38:28;0.2;Swimming 1 ascent;41904.5;41908.2;2662.5;2666.2;3.7;
11:38:28;0.2;11:38:35;0.9;Gliding ascent;41908.2;41915.9;2666.2;2673.9;7.7;
11:38:35;0.9;11:40:01;0.5;Stay in surface;41915.9;42001.5;2673.9;2759.5;85.6;
11:40:01;0.5;11:40:14;0.8;Swimming descent;42001.5;42014.8;2759.5;2772.8;13.3;
11:40:14;0.8;11:40:33;0.7;Gliding descent;42014.8;42033.7;2772.8;2791.7;18.9;
11:40:33;0.7;11:40:35;0.6;Right U-turn;42033.7;42035.6;2791.7;2793.6;1.9;
11:40:35;0.6;11:40:39;0.1;Sand;42035.6;42039.1;2793.6;2797.1;3.5;
11:40:39;0.1;11:42:58;0;Resting;42039.1;42178;2797.1;2936;138.9;
11:42:58;0;11:43:02;0.6;Swimming on the bottom;42178;42182.6;2936;2940.6;4.6;
11:43:02;0.6;11:43:06;0.1;Grabbing stationary;42182.6;42186.1;2940.6;2944.1;3.5;
11:43:06;0.1;11:44:06;0.4;Resting;42186.1;42246.4;2944.1;3004.4;60.3;
11:44:06;0.4;11:44:11;0.3;Swimming on the bottom;42246.4;42251.3;3004.4;3009.3;4.9;
11:44:11;0.3;11:44:33;0.75;Swimming ascent;42251.3;42273.75;3009.3;3031.75;22.45;
11:44:33;0.75;11:44:45;0.85;Gliding ascent;42273.75;42285.85;3031.75;3043.85;12.1;
11:44:45;0.85;11:46:06;0.95;Stay in surface;42285.85;42366.95;3043.85;3124.95;81.1;
11:46:06;0.95;11:46:24;0.35;Swimming descent;42366.95;42384.35;3124.95;3142.35;17.4;
11:46:24;0.35;11:46:39;0.85;Gliding descent;42384.35;42399.85;3142.35;3157.85;15.5;
11:46:39;0.85;11:46:41;0.75;Swimming descent;42399.85;42401.75;3157.85;3159.75;1.9;
11:46:41;0.75;11:46:48;0.45;Gliding descent;42401.75;42408.45;3159.75;3166.45;6.7;
11:46:48;0.45;11:46:50;0.55;Sand;42408.45;42410.55;3166.45;3168.55;2.1;
11:46:50;0.55;11:46:54;0.05;Foraging;42410.55;42414.05;3168.55;3172.05;3.5;
11:46:54;0.05;11:46:58;0.7;Right U-turn;42414.05;42418.7;3172.05;3176.7;4.65;
11:46:58;0.7;11:51:40;0;Resting;42418.7;42700;3176.7;3458;281.3;
11:51:40;0;11:51:41;0;Grabbing stationary;42700;42701;3458;3459;1;
11:51:41;0;11:51:43;0.85;Resting;42701;42703.85;3459;3461.85;2.85;
11:51:43;0.85;11:51:45;0.4;Grabbing stationary;42703.85;42705.4;3461.85;3463.4;1.55;
11:51:45;0.4;11:52:11;0.8;Chewing stationary;42705.4;42731.8;3463.4;3489.8;26.4;
11:52:11;0.8;11:52:20;0.9;Resting;42731.8;42740.9;3489.8;3498.9;9.1;
11:52:20;0.9;11:52:22;0.6;Grabbing stationary;42740.9;42742.6;3498.9;3500.6;1.7;
11:52:22;0.6;11:52:24;0.4;Chewing stationary;42742.6;42744.4;3500.6;3502.4;1.8;
11:52:24;0.4;11:52:59;0;Resting;42744.4;42779;3502.4;3537;34.6;
11:52:59;0;11:53:03;0.2;Grabbing stationary;42779;42783.2;3537;3541.2;4.2;
11:53:03;0.2;11:53:24;0.8;Chewing stationary;42783.2;42804.8;3541.2;3562.8;21.6;
11:53:24;0.8;11:54:22;0.5;Resting;42804.8;42862.5;3562.8;3620.5;57.7;
11:54:22;0.5;11:54:29;0.2;Swimming on the bottom;42862.5;42869.2;3620.5;3627.2;6.7;
11:54:29;0.2;11:54:49;0.9;Swimming ascent;42869.2;42889.9;3627.2;3647.9;20.7;
11:54:49;0.9;11:54:57;0.75;Gliding ascent;42889.9;42897.75;3647.9;3655.75;7.85;
11:54:57;0.75;11:56:48;0.95;Stay in surface;42897.75;43008.95;3655.75;3766.95;111.2;
11:56:48;0.95;11:57:08;0.4;Swimming descent;43008.95;43028.4;3766.95;3786.4;19.45;
11:57:08;0.4;11:57:26;0.4;Gliding descent;43028.4;43046.4;3786.4;3804.4;18;
11:57:26;0.4;11:57:40;0.1;Swimming 1 horizontally;43046.4;43060.1;3804.4;3818.1;13.7;
11:57:40;0.1;11:58:01;0.6;Swimming horizontally;43060.1;43081.6;3818.1;3839.6;21.5;
11:58:01;0.6;11:58:10;0.9;Prospection;43081.6;43090.9;3839.6;3848.9;9.3;
11:58:10;0.9;11:58:21;0.4;Swimming horizontally;43090.9;43101.4;3848.9;3859.4;10.5;
11:58:21;0.4;11:58:27;0.6;Swimming 1 horizontally;43101.4;43107.6;3859.4;3865.6;6.2;
11:58:27;0.6;11:58:30;0.5;Gliding descent;43107.6;43110.5;3865.6;3868.5;2.9;
11:58:30;0.5;11:58:39;0.5;Interaction;43110.5;43119.5;3868.5;3877.5;9;
11:58:39;0.5;11:58:50;0.95;Swimming on the bottom;43119.5;43130.95;3877.5;3888.95;11.45;
11:58:50;0.95;11:58:52;0.8;Scratching head;43130.95;43132.8;3888.95;3890.8;1.85;
11:58:52;0.8;11:58:55;0.3;Resting;43132.8;43135.3;3890.8;3893.3;2.5;
11:58:55;0.3;11:58:57;0.75;Left U-turn;43135.3;43137.75;3893.3;3895.75;2.45;
11:58:57;0.75;11:59:00;0.85;Scratching;43137.75;43140.85;3895.75;3898.85;3.1;
11:59:00;0.85;11:59:02;0.85;Left U-turn;43140.85;43142.85;3898.85;3900.85;2;
11:59:02;0.85;11:59:05;0.4;Resting;43142.85;43145.4;3900.85;3903.4;2.55;
11:59:05;0.4;11:59:13;0;Scratching;43145.4;43153;3903.4;3911;7.6;
11:59:13;0;11:59:14;0.95;Scratching head;43153;43154.95;3911;3912.95;1.95;
11:59:14;0.95;11:59:17;0.85;Left U-turn;43154.95;43157.85;3912.95;3915.85;2.9;
11:59:17;0.85;11:59:28;0.8;Scratching head;43157.85;43168.8;3915.85;3926.8;10.95;
11:59:28;0.8;11:59:39;0.7;Resting;43168.8;43179.7;3926.8;3937.7;10.9;
11:59:39;0.7;11:59:40;0.5;Catching;43179.7;43180.5;3937.7;3938.5;0.8;
11:59:40;0.5;12:06:46;0;Resting;43180.5;43606;3938.5;4364;425.5;
12:06:46;0;12:06:49;0.5;Left U-turn;43606;43609.5;4364;4367.5;3.5;
12:06:49;0.5;12:07:09;0.05;Resting;43609.5;43629.05;4367.5;4387.05;19.55;
12:07:09;0.05;12:07:18;0;Swimming on the bottom;43629.05;43638;4387.05;4396;8.95;
12:07:18;0;12:08:33;0.6;Scratching;43638;43713.6;4396;4471.6;75.6;
12:08:33;0.6;12:08:45;0;Resting;43713.6;43725;4471.6;4483;11.4;
12:08:45;0;12:08:51;0.3;Scratching;43725;43731.3;4483;4489.3;6.3;
12:08:51;0.3;12:09:00;0;Swimming on the bottom;43731.3;43740;4489.3;4498;8.7;
12:09:00;0;12:09:25;0.75;Resting;43740;43765.75;4498;4523.75;25.75;
12:09:25;0.75;12:09:34;0.6;Swimming on the bottom;43765.75;43774.6;4523.75;4532.6;8.85;
12:09:34;0.6;12:09:52;0.4;Swimming ascent;43774.6;43792.4;4532.6;4550.4;17.8;
12:09:52;0.4;12:10:10;0.3;Gliding ascent;43792.4;43810.3;4550.4;4568.3;17.9;
12:10:10;0.3;12:11:04;0.55;Stay in surface;43810.3;43864.55;4568.3;4622.55;54.25;
12:11:04;0.55;12:11:04;0.8;Interaction;43864.55;43864.8;4622.55;4622.8;0.25;
12:11:04;0.8;12:11:08;0.35;Right U-turn;43864.8;43868.35;4622.8;4626.35;3.55;
12:11:08;0.35;12:11:08;0.8;Interaction;43868.35;43868.8;4626.35;4626.8;0.45;
12:11:08;0.8;12:11:14;0.8;Right U-turn;43868.8;43874.8;4626.8;4632.8;6;
12:11:14;0.8;12:11:20;0.5;Swimming 1 horizontally;43874.8;43880.5;4632.8;4638.5;5.7;
12:11:20;0.5;12:11:24;0.6;Gliding ascent;43880.5;43884.6;4638.5;4642.6;4.1;
12:11:24;0.6;12:11:58;0.03;Stay in surface;43884.6;43918.03;4642.6;4676.03;33.43;
12:11:58;0.03;12:12:17;0.7;Swimming 1 descent;43918.03;43937.7;4676.03;4695.7;19.67;
12:12:17;0.7;12:12:18;0;Interaction;43937.7;43938;4695.7;4696;0.3;
12:12:18;0;12:12:25;0.5;Right U-turn;43938;43945.5;4696;4703.5;7.5;
12:12:25;0.5;12:12:26;0.9;Interaction;43945.5;43946.9;4703.5;4704.9;1.4;
12:12:26;0.9;12:12:28;0.35;Gliding descent;43946.9;43948.35;4704.9;4706.35;1.45;
12:12:28;0.35;12:12:28;0.8;Interaction;43948.35;43948.8;4706.35;4706.8;0.45;
12:12:28;0.8;12:12:30;0.5;Gliding descent;43948.8;43950.5;4706.8;4708.5;1.7;
12:12:30;0.5;12:12:32;0.8;Right U-turn;43950.5;43952.8;4708.5;4710.8;2.3;
12:12:32;0.8;12:12:55;0.7;Swimming ascent;43952.8;43975.7;4710.8;4733.7;22.9;
12:12:55;0.7;12:13:51;0.95;Stay in surface;43975.7;44031.95;4733.7;4789.95;56.25;
12:13:51;0.95;12:14:04;0.8;Swimming descent;44031.95;44044.8;4789.95;4802.8;12.85;
12:14:04;0.8;12:14:27;0.2;Gliding descent;44044.8;44067.2;4802.8;4825.2;22.4;
12:14:27;0.2;12:14:35;0.5;Right U-turn;44067.2;44075.5;4825.2;4833.5;8.3;
12:14:35;0.5;12:17:59;0.75;Resting;44075.5;44279.75;4833.5;5037.75;204.25;
12:17:59;0.75;12:18:00;0.7;Shaking;44279.75;44280.7;5037.75;5038.7;0.95;
12:18:00;0.7;12:18:12;0.6;Swimming on the bottom;44280.7;44292.6;5038.7;5050.6;11.9;
12:18:12;0.6;12:18:43;0.9;Swimming ascent;44292.6;44323.9;5050.6;5081.9;31.3;
12:18:43;0.9;12:19:04;0.6;Shaking;44323.9;44344.6;5081.9;5102.6;20.7;
12:19:04;0.6;12:19:05;0.95;Gliding ascent;44344.6;44345.95;5102.6;5103.95;1.35;
12:19:05;0.95;12:19:08;0.5;Right U-turn;44345.95;44348.5;5103.95;5106.5;2.55;
12:19:08;0.5;12:19:10;0.15;Gliding ascent;44348.5;44350.15;5106.5;5108.15;1.65;
12:19:10;0.15;12:19:11;0.65;Flipper beat;44350.15;44351.65;5108.15;5109.65;1.5;
12:19:11;0.65;12:19:20;0.4;Gliding ascent;44351.65;44360.4;5109.65;5118.4;8.75;
12:19:20;0.4;12:20:14;0.75;Stay in surface;44360.4;44414.75;5118.4;5172.75;54.35;
12:20:14;0.75;12:20:29;0;Swimming descent;44414.75;44429;5172.75;5187;14.25;
12:20:29;0;12:20:47;0.6;Gliding descent;44429;44447.6;5187;5205.6;18.6;
12:20:47;0.6;12:20:53;0.7;Swimming 1 horizontally;44447.6;44453.7;5205.6;5211.7;6.1;
12:20:53;0.7;12:20:57;0.85;Right U-turn;44453.7;44457.85;5211.7;5215.85;4.15;
12:20:57;0.85;12:21:15;0.1;Prospection;44457.85;44475.1;5215.85;5233.1;17.25;
12:21:15;0.1;12:22:31;0.3;Swimming horizontally;44475.1;44551.3;5233.1;5309.3;76.2;
12:22:31;0.3;12:22:37;0.8;Swimming 1 horizontally;44551.3;44557.8;5309.3;5315.8;6.5;
12:22:37;0.8;12:22:42;0.65;Right U-turn;44557.8;44562.65;5315.8;5320.65;4.85;
12:22:42;0.65;12:29:58;0.95;Resting;44562.65;44998.95;5320.65;5756.95;436.3;
12:29:58;0.95;12:30:04;0.2;Swimming on the bottom;44998.95;45004.2;5756.95;5762.2;5.25;
12:30:04;0.2;12:30:30;0.2;Swimming ascent;45004.2;45030.2;5762.2;5788.2;26;
12:30:30;0.2;12:30:35;0.4;Swimming 1 ascent;45030.2;45035.4;5788.2;5793.4;5.2;
12:30:35;0.4;12:30:47;0.25;Gliding ascent;45035.4;45047.25;5793.4;5805.25;11.85;
12:30:47;0.25;12:32:14;0;Stay in surface;45047.25;45134;5805.25;5892;86.75;
12:32:14;0;12:32:39;0.65;Swimming descent;45134;45159.65;5892;5917.65;25.65;
12:32:39;0.65;12:32:47;0.7;Gliding descent;45159.65;45167.7;5917.65;5925.7;8.05;
12:32:47;0.7;12:33:01;0.05;Prospection;45167.7;45181.05;5925.7;5939.05;13.35;
12:33:01;0.05;12:33:38;0.2;Swimming horizontally;45181.05;45218.2;5939.05;5976.2;37.15;
12:33:38;0.2;12:34:03;0;Prospection;45218.2;45243;5976.2;6001;24.8;
12:34:03;0;12:34:29;0.8;Swimming horizontally;45243;45269.8;6001;6027.8;26.8;
12:34:29;0.8;12:34:33;0.7;Gliding descent;45269.8;45273.7;6027.8;6031.7;3.9;
12:34:33;0.7;12:34:36;0.4;Obstacle;45273.7;45276.4;6031.7;6034.4;2.7;
12:34:36;0.4;12:34:45;0.25;Swimming on the bottom;45276.4;45285.25;6034.4;6043.25;8.85;
12:34:45;0.25;12:34:50;0.8;Swimming horizontally;45285.25;45290.8;6043.25;6048.8;5.55;
12:34:50;0.8;12:34:53;0;Left U-turn;45290.8;45293;6048.8;6051;2.2;
12:34:53;0;12:35:03;0.35;Prospection;45293;45303.35;6051;6061.35;10.35;
12:35:03;0.35;12:35:13;0.85;Swimming horizontally;45303.35;45313.85;6061.35;6071.85;10.5;
12:35:13;0.85;12:35:14;0.2;Shaking;45313.85;45314.2;6071.85;6072.2;0.35;
12:35:14;0.2;12:35:16;0.75;Watching;45314.2;45316.75;6072.2;6074.75;2.55;
12:35:16;0.75;12:35:39;0.5;Swimming horizontally;45316.75;45339.5;6074.75;6097.5;22.75;
12:35:39;0.5;12:36:08;0.8;Prospection;45339.5;45368.8;6097.5;6126.8;29.3;
12:36:08;0.8;12:36:11;0.5;Flipper beat;45368.8;45371.5;6126.8;6129.5;2.7;
12:36:11;0.5;12:36:23;0.3;Watching;45371.5;45383.3;6129.5;6141.3;11.8;
12:36:23;0.3;12:36:35;0.3;Prospection;45383.3;45395.3;6141.3;6153.3;12;
12:36:35;0.3;12:36:45;0.1;Right U-turn;45395.3;45405.1;6153.3;6163.1;9.8;
12:36:45;0.1;12:36:54;0;Swimming on the bottom;45405.1;45414;6163.1;6172;8.9;
