HeureDeb;DeciDeb;HeureFin;DeciFin;Behavior;Debut (s);Fin (s);Start (s);Stop (s);Duration (s);heure
13:53:32;0.7;13:53:33;0.2;Shaking head;50012.7;50013.2;10770.7;10771.2;0.5;
13:53:33;0.2;13:53:51;0.4;Swimming horizontally;50013.2;50031.4;10771.2;10789.4;18.2;
13:53:51;0.4;13:53:55;0.05;Shaking;50031.4;50035.05;10789.4;10793.05;3.65;
13:53:55;0.05;13:54:02;0;Swimming horizontally;50035.05;50042;10793.05;10800;6.95;
13:54:02;0;13:54:04;0.55;Right U-turn;50042;50044.55;10800;10802.55;2.55;
13:54:04;0.55;13:54:05;0.5;Grabbing on movement;50044.55;50045.5;10802.55;10803.5;0.95;
13:54:05;0.5;13:54:08;0.1;Left U-turn;50045.5;50048.1;10803.5;10806.1;2.6;
13:54:08;0.1;13:54:21;0.9;Swimming horizontally;50048.1;50061.9;10806.1;10819.9;13.8;
13:54:21;0.9;13:54:32;0.4;Watching;50061.9;50072.4;10819.9;10830.4;10.5;
13:54:32;0.4;13:54:50;0.8;Swimming horizontally;50072.4;50090.8;10830.4;10848.8;18.4;
13:54:50;0.8;13:55:01;0.05;Prospection;50090.8;50101.05;10848.8;10859.05;10.25;
13:55:01;0.05;13:55:32;0.4;Swimming horizontally;50101.05;50132.4;10859.05;10890.4;31.35;
13:55:32;0.4;13:55:44;0;Prospection;50132.4;50144;10890.4;10902;11.6;
13:55:44;0;13:56:28;0;Swimming horizontally;50144;50188;10902;10946;44;
13:56:28;0;13:56:37;0;Prospection;50188;50197;10946;10955;9;
13:56:37;0;13:57:04;0.2;Swimming horizontally;50197;50224.2;10955;10982.2;27.2;
13:57:04;0.2;13:57:08;0.2;Gliding ascent;50224.2;50228.2;10982.2;10986.2;4;
13:57:08;0.2;13:57:15;0.8;Swimming horizontally;50228.2;50235.8;10986.2;10993.8;7.6;
13:57:15;0.8;13:57:19;0.6;Prospection;50235.8;50239.6;10993.8;10997.6;3.8;
13:57:19;0.6;13:57:20;0.4;Shaking;50239.6;50240.4;10997.6;10998.4;0.8;
13:57:20;0.4;13:57:26;0;Swimming 1 ascent;50240.4;50246;10998.4;11004;5.6;
13:57:26;0;13:57:32;0;Swimming ascent;50246;50252;11004;11010;6;
13:57:32;0;13:57:38;0.5;Gliding ascent;50252;50258.5;11010;11016.5;6.5;
13:57:38;0.5;13:57:51;0;Swimming descent;50258.5;50271;11016.5;11029;12.5;
13:57:51;0;13:57:58;0.9;Swimming horizontally;50271;50278.9;11029;11036.9;7.9;
13:57:58;0.9;13:58:05;0.8;Swimming ascent;50278.9;50285.8;11036.9;11043.8;6.9;
13:58:05;0.8;13:58:14;0;Swimming descent;50285.8;50294;11043.8;11052;8.2;
13:58:14;0;13:58:27;0.4;Swimming horizontally;50294;50307.4;11052;11065.4;13.4;
13:58:27;0.4;13:58:41;0.8;Foraging;50307.4;50321.8;11065.4;11079.8;14.4;
13:58:41;0.8;13:59:17;0.5;Scratching;50321.8;50357.5;11079.8;11115.5;35.7;
13:59:17;0.5;13:59:24;0.5;Swimming on the bottom;50357.5;50364.5;11115.5;11122.5;7;
13:59:24;0.5;14:05:28;0.3;Resting;50364.5;50728.3;11122.5;11486.3;363.8;
14:05:28;0.3;14:05:45;0;Scratching;50728.3;50745;11486.3;11503;16.7;
14:05:45;0;14:05:48;0.8;Left U-turn;50745;50748.8;11503;11506.8;3.8;
14:05:48;0.8;14:06:01;0;Swimming ascent;50748.8;50761;11506.8;11519;12.2;
14:06:01;0;14:06:05;0.75;Swimming 1 ascent;50761;50765.75;11519;11523.75;4.75;
14:06:05;0.75;14:06:12;0.2;Gliding ascent;50765.75;50772.2;11523.75;11530.2;6.45;
14:06:12;0.2;14:06:16;0.2;Swimming in place;50772.2;50776.2;11530.2;11534.2;4;
14:06:16;0.2;14:07:51;0.4;Stay in surface;50776.2;50871.4;11534.2;11629.4;95.2;
14:07:51;0.4;14:08:14;0;Swimming descent;50871.4;50894;11629.4;11652;22.6;
14:08:14;0;14:08:25;0.1;Swimming 1 descent;50894;50905.1;11652;11663.1;11.1;
14:08:25;0.1;14:08:29;0.9;Obstacle;50905.1;50909.9;11663.1;11667.9;4.8;
14:08:29;0.9;14:09:06;0.8;Swimming horizontally;50909.9;50946.8;11667.9;11704.8;36.9;
14:09:06;0.8;14:09:11;0.6;Right U-turn;50946.8;50951.6;11704.8;11709.6;4.8;
14:09:11;0.6;14:09:18;0.2;Shaking;50951.6;50958.2;11709.6;11716.2;6.6;
14:09:18;0.2;14:09:20;0.2;Left U-turn;50958.2;50960.2;11716.2;11718.2;2;
14:09:20;0.2;14:09:27;0.1;Swimming horizontally;50960.2;50967.1;11718.2;11725.1;6.9;
14:09:27;0.1;14:09:30;0;Swimming 1 horizontally;50967.1;50970;11725.1;11728;2.9;
14:09:30;0;14:09:33;0.1;Swimming 1 descent;50970;50973.1;11728;11731.1;3.1;
14:09:33;0.1;14:09:36;0.5;Gliding descent;50973.1;50976.5;11731.1;11734.5;3.4;
14:09:36;0.5;14:09:39;0.75;Swimming descent;50976.5;50979.75;11734.5;11737.75;3.25;
14:09:39;0.75;14:09:53;0.3;Swimming horizontally;50979.75;50993.3;11737.75;11751.3;13.55;
14:09:53;0.3;14:09:55;0;Shaking;50993.3;50995;11751.3;11753;1.7;
14:09:55;0;14:11:07;0.8;Swimming horizontally;50995;51067.8;11753;11825.8;72.8;
14:11:07;0.8;14:11:13;0;Foraging;51067.8;51073;11825.8;11831;5.2;
14:11:13;0;14:11:17;0.9;Left U-turn;51073;51077.9;11831;11835.9;4.9;
14:11:17;0.9;14:11:23;0.2;Foraging;51077.9;51083.2;11835.9;11841.2;5.3;
14:11:23;0.2;14:11:25;0.1;Right U-turn;51083.2;51085.1;11841.2;11843.1;1.9;
14:11:25;0.1;14:11:29;0.1;Left U-turn;51085.1;51089.1;11843.1;11847.1;4;
14:11:29;0.1;14:11:32;0.3;Foraging;51089.1;51092.3;11847.1;11850.3;3.2;
14:11:32;0.3;14:11:57;0.5;Scratching;51092.3;51117.5;11850.3;11875.5;25.2;
14:11:57;0.5;14:12:06;0.6;Right U-turn;51117.5;51126.6;11875.5;11884.6;9.1;
14:12:06;0.6;14:12:19;0.6;Scratching;51126.6;51139.6;11884.6;11897.6;13;
14:12:19;0.6;14:12:29;0.6;Grabbing stationary;51139.6;51149.6;11897.6;11907.6;10;
14:12:29;0.6;14:14:56;0.8;Scratching;51149.6;51296.8;11907.6;12054.8;147.2;
14:14:56;0.8;14:15:02;0.22;Scratching head;51296.8;51302.22;12054.8;12060.22;5.42;
14:15:02;0.22;14:15:27;0.8;Scratching;51302.22;51327.8;12060.22;12085.8;25.58;
14:15:27;0.8;14:15:33;0.5;Right U-turn;51327.8;51333.5;12085.8;12091.5;5.7;
14:15:33;0.5;14:15:39;0.3;Swimming on the bottom;51333.5;51339.3;12091.5;12097.3;5.8;
14:15:39;0.3;14:15:45;0.8;Swimming 1 ascent;51339.3;51345.8;12097.3;12103.8;6.5;
14:15:45;0.8;14:15:52;0.4;Swimming ascent;51345.8;51352.4;12103.8;12110.4;6.6;
14:15:52;0.4;14:15:55;0.1;Shaking;51352.4;51355.1;12110.4;12113.1;2.7;
14:15:55;0.1;14:16:04;0.1;Swimming ascent;51355.1;51364.1;12113.1;12122.1;9;
14:16:04;0.1;14:16:08;0.6;Gliding ascent;51364.1;51368.6;12122.1;12126.6;4.5;
14:16:08;0.6;14:16:12;0.1;Shaking;51368.6;51372.1;12126.6;12130.1;3.5;
14:16:12;0.1;14:16:24;0.5;Gliding ascent;51372.1;51384.5;12130.1;12142.5;12.4;
14:16:24;0.5;14:17:03;0.3;Stay in surface;51384.5;51423.3;12142.5;12181.3;38.8;
14:17:03;0.3;14:17:10;0.3;Left U-turn;51423.3;51430.3;12181.3;12188.3;7;
14:17:10;0.3;14:17:11;0.4;Catching jellyfish;51430.3;51431.4;12188.3;12189.4;1.1;
14:17:11;0.4;14:17:13;0.9;Chewing on movement;51431.4;51433.9;12189.4;12191.9;2.5;
14:17:13;0.9;14:17:19;0.2;Swimming ascent;51433.9;51439.2;12191.9;12197.2;5.3;
14:17:19;0.2;14:17:29;0.8;Stay in surface;51439.2;51449.8;12197.2;12207.8;10.6;
14:17:29;0.8;14:18:04;0.8;Swimming descent;51449.8;51484.8;12207.8;12242.8;35;
14:18:04;0.8;14:19:01;0.1;Swimming horizontally;51484.8;51541.1;12242.8;12299.1;56.3;
14:19:01;0.1;14:19:04;0.1;Gliding descent;51541.1;51544.1;12299.1;12302.1;3;
14:19:04;0.1;14:20:36;0;Scratching;51544.1;51636;12302.1;12394;91.9;
14:20:36;0;14:20:40;0;Resting;51636;51640;12394;12398;4;
14:20:40;0;14:20:42;0.9;Left U-turn;51640;51642.9;12398;12400.9;2.9;
14:20:42;0.9;14:20:46;0.8;Foraging;51642.9;51646.8;12400.9;12404.8;3.9;
14:20:46;0.8;14:20:48;0.9;Left U-turn;51646.8;51648.9;12404.8;12406.9;2.1;
14:20:48;0.9;14:20:50;0.9;Right U-turn;51648.9;51650.9;12406.9;12408.9;2;
14:20:50;0.9;14:20:54;0.5;Swimming 1 ascent;51650.9;51654.5;12408.9;12412.5;3.6;
14:20:54;0.5;14:20:57;0;Gliding descent;51654.5;51657;12412.5;12415;2.5;
14:20:57;0;14:21:00;0.75;Right U-turn;51657;51660.75;12415;12418.75;3.75;
14:21:00;0.75;14:21:04;0;Left U-turn;51660.75;51664;12418.75;12422;3.25;
14:21:04;0;14:21:36;0.6;Swimming horizontally;51664;51696.6;12422;12454.6;32.6;
14:21:36;0.6;14:21:38;0.9;Gliding descent;51696.6;51698.9;12454.6;12456.9;2.3;
14:21:38;0.9;14:21:40;0.1;Grabbing on movement;51698.9;51700.1;12456.9;12458.1;1.2;
14:21:40;0.1;14:21:41;0.7;Chewing on movement;51700.1;51701.7;12458.1;12459.7;1.6;
14:21:41;0.7;14:21:44;0.9;Left U-turn;51701.7;51704.9;12459.7;12462.9;3.2;
14:21:44;0.9;14:21:48;0.2;Swimming 1 horizontally;51704.9;51708.2;12462.9;12466.2;3.3;
14:21:48;0.2;14:21:53;0.7;Swimming horizontally;51708.2;51713.7;12466.2;12471.7;5.5;
14:21:53;0.7;14:21:55;0.9;Foraging;51713.7;51715.9;12471.7;12473.9;2.2;
14:21:55;0.9;14:21:58;0;Right U-turn;51715.9;51718;12473.9;12476;2.1;
14:21:58;0;14:22:47;0.6;Swimming horizontally;51718;51767.6;12476;12525.6;49.6;
14:22:47;0.6;14:22:48;0.8;Foraging;51767.6;51768.8;12525.6;12526.8;1.2;
14:22:48;0.8;14:22:49;0.3;Shaking;51768.8;51769.3;12526.8;12527.3;0.5;
14:22:49;0.3;14:22:53;0.2;Foraging;51769.3;51773.2;12527.3;12531.2;3.9;
14:22:53;0.2;14:22:55;0.5;Swimming 1 horizontally;51773.2;51775.5;12531.2;12533.5;2.3;
14:22:55;0.5;14:23:17;0.5;Swimming horizontally;51775.5;51797.5;12533.5;12555.5;22;
14:23:17;0.5;14:23:19;0.1;Gliding descent;51797.5;51799.1;12555.5;12557.1;1.6;
14:23:19;0.1;14:23:24;0.9;Grabbing on movement;51799.1;51804.9;12557.1;12562.9;5.8;
14:23:24;0.9;14:23:26;0;Left U-turn;51804.9;51806;12562.9;12564;1.1;
14:23:26;0;14:23:30;0.5;Right U-turn;51806;51810.5;12564;12568.5;4.5;
14:23:30;0.5;14:23:35;0.5;Grabbing on movement;51810.5;51815.5;12568.5;12573.5;5;
14:23:35;0.5;14:23:39;0.5;Swimming horizontally;51815.5;51819.5;12573.5;12577.5;4;
14:23:39;0.5;14:23:43;0.6;Right U-turn;51819.5;51823.6;12577.5;12581.6;4.1;
14:23:43;0.6;14:23:45;0.5;Swimming descent;51823.6;51825.5;12581.6;12583.5;1.9;
14:23:45;0.5;14:23:49;0.7;Foraging;51825.5;51829.7;12583.5;12587.7;4.2;
14:23:49;0.7;14:23:57;0;Swimming horizontally;51829.7;51837;12587.7;12595;7.3;
14:23:57;0;14:23:59;0.2;Gliding descent;51837;51839.2;12595;12597.2;2.2;
14:23:59;0.2;14:24:04;0.1;Swimming horizontally;51839.2;51844.1;12597.2;12602.1;4.9;
14:24:04;0.1;14:24:07;0;Gliding descent;51844.1;51847;12602.1;12605;2.9;
14:24:07;0;14:24:56;0;Prospection;51847;51896;12605;12654;49;
14:24:56;0;14:25:00;0.9;Gliding descent;51896;51900.9;12654;12658.9;4.9;
14:25:00;0.9;14:25:04;0.6;Left U-turn;51900.9;51904.6;12658.9;12662.6;3.7;
14:25:04;0.6;14:25:06;0.5;Foraging;51904.6;51906.5;12662.6;12664.5;1.9;
14:25:06;0.5;14:25:13;0;Right U-turn;51906.5;51913;12664.5;12671;6.5;
14:25:13;0;14:25:36;0.8;Swimming horizontally;51913;51936.8;12671;12694.8;23.8;
14:25:36;0.8;14:25:46;0.5;Prospection;51936.8;51946.5;12694.8;12704.5;9.7;
14:25:46;0.5;14:25:49;0.5;Right U-turn;51946.5;51949.5;12704.5;12707.5;3;
14:25:49;0.5;14:25:58;0;Prospection;51949.5;51958;12707.5;12716;8.5;
14:25:58;0;14:26:00;0.2;Grabbing stationary;51958;51960.2;12716;12718.2;2.2;
14:26:00;0.2;14:26:03;0.8;Chewing stationary;51960.2;51963.8;12718.2;12721.8;3.6;
14:26:03;0.8;14:26:06;0.1;Grabbing stationary;51963.8;51966.1;12721.8;12724.1;2.3;
14:26:06;0.1;14:26:16;0.9;Prospection;51966.1;51976.9;12724.1;12734.9;10.8;
14:26:16;0.9;14:26:24;0.5;Swimming horizontally;51976.9;51984.5;12734.9;12742.5;7.6;
14:26:24;0.5;14:26:30;0;Left U-turn;51984.5;51990;12742.5;12748;5.5;
14:26:30;0;14:27:52;0;Scratching;51990;52072;12748;12830;82;
14:27:52;0;14:27:55;0.2;Resting;52072;52075.2;12830;12833.2;3.2;
14:27:55;0.2;14:27:58;0;Right U-turn;52075.2;52078;12833.2;12836;2.8;
14:27:58;0;14:28:01;0.2;Resting;52078;52081.2;12836;12839.2;3.2;
14:28:01;0.2;14:28:03;0.7;Left U-turn;52081.2;52083.7;12839.2;12841.7;2.5;
14:28:03;0.7;14:28:27;0;Scratching;52083.7;52107;12841.7;12865;23.3;
14:28:27;0;14:28:37;0.5;Resting;52107;52117.5;12865;12875.5;10.5;
14:28:37;0.5;14:28:40;0.3;Right U-turn;52117.5;52120.3;12875.5;12878.3;2.8;
14:28:40;0.3;14:28:41;0.8;Grabbing stationary;52120.3;52121.8;12878.3;12879.8;1.5;
14:28:41;0.8;14:28:47;0.2;Chewing stationary;52121.8;52127.2;12879.8;12885.2;5.4;
14:28:47;0.2;14:28:49;0.5;Scratching;52127.2;52129.5;12885.2;12887.5;2.3;
14:28:49;0.5;14:28:55;0.6;Left U-turn;52129.5;52135.6;12887.5;12893.6;6.1;
14:28:55;0.6;14:28:56;0.9;Grabbing stationary;52135.6;52136.9;12893.6;12894.9;1.3;
14:28:56;0.9;14:29:00;0;Chewing stationary;52136.9;52140;12894.9;12898;3.1;
14:29:00;0;14:29:01;0;Grabbing stationary;52140;52141;12898;12899;1;
14:29:01;0;14:29:03;0.4;Chewing stationary;52141;52143.4;12899;12901.4;2.4;
14:29:03;0.4;14:29:04;0;Shaking;52143.4;52144;12901.4;12902;0.6;
14:29:04;0;14:29:15;0;Scratching;52144;52155;12902;12913;11;
14:29:15;0;14:29:17;0.2;Right U-turn;52155;52157.2;12913;12915.2;2.2;
14:29:17;0.2;14:29:18;0.7;Left U-turn;52157.2;52158.7;12915.2;12916.7;1.5;
14:29:18;0.7;14:29:19;0.3;Shaking;52158.7;52159.3;12916.7;12917.3;0.6;
14:29:19;0.3;14:29:30;0.8;Left U-turn;52159.3;52170.8;12917.3;12928.8;11.5;
14:29:30;0.8;14:29:33;0;Swimming horizontally;52170.8;52173;12928.8;12931;2.2;
14:29:33;0;14:29:36;0.5;Left U-turn;52173;52176.5;12931;12934.5;3.5;
14:29:36;0.5;14:29:39;0.5;Grabbing stationary;52176.5;52179.5;12934.5;12937.5;3;
14:29:39;0.5;14:30:05;0.2;Scratching;52179.5;52205.2;12937.5;12963.2;25.7;
14:30:05;0.2;14:30:07;0.4;Swimming 1 horizontally;52205.2;52207.4;12963.2;12965.4;2.2;
14:30:07;0.4;14:30:09;0.8;Left U-turn;52207.4;52209.8;12965.4;12967.8;2.4;
14:30:09;0.8;14:30:17;0.3;Swimming horizontally;52209.8;52217.3;12967.8;12975.3;7.5;
14:30:17;0.3;14:30:19;0.5;Left U-turn;52217.3;52219.5;12975.3;12977.5;2.2;
14:30:19;0.5;14:30:24;0.75;Right U-turn;52219.5;52224.75;12977.5;12982.75;5.25;
14:30:24;0.75;14:30:37;0.8;Swimming ascent;52224.75;52237.8;12982.75;12995.8;13.05;
14:30:37;0.8;14:30:38;0.8;Left U-turn;52237.8;52238.8;12995.8;12996.8;1;
14:30:38;0.8;14:30:39;0.4;Shaking;52238.8;52239.4;12996.8;12997.4;0.6;
14:30:39;0.4;14:30:50;0.1;Swimming horizontally;52239.4;52250.1;12997.4;13008.1;10.7;
14:30:50;0.1;14:30:51;0.1;Shaking;52250.1;52251.1;13008.1;13009.1;1;
14:30:51;0.1;14:30:54;0.5;Prospection;52251.1;52254.5;13009.1;13012.5;3.4;
14:30:54;0.5;14:31:01;0.7;Swimming horizontally;52254.5;52261.7;13012.5;13019.7;7.2;
14:31:01;0.7;14:31:33;0;Swimming ascent;52261.7;52293;13019.7;13051;31.3;
14:31:33;0;14:31:38;0.6;Gliding ascent;52293;52298.6;13051;13056.6;5.6;
14:31:38;0.6;14:32:57;0;Stay in surface;52298.6;52377;13056.6;13135;78.4;
14:32:57;0;14:33:12;0;Swimming descent;52377;52392;13135;13150;15;
14:33:12;0;14:33:12;0.9;Shaking;52392;52392.9;13150;13150.9;0.9;
14:33:12;0.9;14:33:22;0;Swimming descent;52392.9;52402;13150.9;13160;9.1;
14:33:22;0;14:33:27;0.5;Swimming 1 descent;52402;52407.5;13160;13165.5;5.5;
14:33:27;0.5;14:33:46;0.9;Swimming horizontally;52407.5;52426.9;13165.5;13184.9;19.4;
14:33:46;0.9;14:33:52;0.1;Swimming ascent;52426.9;52432.1;13184.9;13190.1;5.2;
14:33:52;0.1;14:34:02;0.7;Swimming descent;52432.1;52442.7;13190.1;13200.7;10.6;
14:34:02;0.7;14:34:22;0.9;Swimming horizontally;52442.7;52462.9;13200.7;13220.9;20.2;
14:34:22;0.9;14:34:26;0.2;Foraging;52462.9;52466.2;13220.9;13224.2;3.3;
14:34:26;0.2;14:34:30;0;Right U-turn;52466.2;52470;13224.2;13228;3.8;
14:34:30;0.2;14:34:32;0.5;Swimming horizontally;52470.2;52472.5;13228.2;13230.5;2.3;
14:34:32;0;14:34:36;0.1;Gliding descent;52472;52476.1;13230;13234.1;4.1;
14:34:36;0.1;14:34:37;0;Grabbing on movement;52476.1;52477;13234.1;13235;0.9;
14:34:37;0;14:34:43;0;Prospection;52477;52483;13235;13241;6;
14:34:43;0;14:34:45;0.9;Chewing on movement;52483;52485.9;13241;13243.9;2.9;
14:34:47;0;14:34:52;0.4;Left U-turn;52487;52492.4;13245;13250.4;5.4;
14:34:52;0.4;14:34:55;0.2;Right U-turn;52492.4;52495.2;13250.4;13253.2;2.8;
14:34:55;0.2;14:34:59;0.7;Left U-turn;52495.2;52499.7;13253.2;13257.7;4.5;
14:34:59;0.75;14:35:00;0.9;Grabbing on movement;52499.75;52500.9;13257.75;13258.9;1.15;
14:35:00;0.9;14:35:02;0;Left U-turn;52500.9;52502;13258.9;13260;1.1;
14:35:02;0;14:35:04;0.9;Right U-turn;52502;52504.9;13260;13262.9;2.9;
14:35:04;0.9;14:35:19;0.5;Prospection;52504.9;52519.5;13262.9;13277.5;14.6;
14:35:19;0.5;14:35:22;0;Grabbing on movement;52519.5;52522;13277.5;13280;2.5;
14:35:22;0;14:35:28;0.3;Prospection;52522;52528.3;13280;13286.3;6.3;
14:35:28;0.3;14:35:35;0;Left U-turn;52528.3;52535;13286.3;13293;6.7;
14:35:35;0;14:35:40;0.2;Right U-turn;52535;52540.2;13293;13298.2;5.2;
14:35:40;0.2;14:35:43;0.1;Gliding descent;52540.2;52543.1;13298.2;13301.1;2.9;
14:35:43;0.1;14:35:44;0;Grabbing on movement;52543.1;52544;13301.1;13302;0.9;
14:35:44;0;14:36:05;0.3;Prospection;52544;52565.3;13302;13323.3;21.3;
14:36:05;0.3;14:36:07;0.6;Right U-turn;52565.3;52567.6;13323.3;13325.6;2.3;
14:36:07;0.6;14:36:19;0.2;Prospection;52567.6;52579.2;13325.6;13337.2;11.6;
14:36:19;0.2;14:36:20;0.1;Shaking;52579.2;52580.1;13337.2;13338.1;0.9;
14:36:20;0.1;14:36:24;0.3;Prospection;52580.1;52584.3;13338.1;13342.3;4.2;
14:36:24;0.3;14:36:25;0;Shaking;52584.3;52585;13342.3;13343;0.7;
14:36:25;0;14:36:30;0.3;Swimming horizontally;52585;52590.3;13343;13348.3;5.3;
14:36:30;0.3;14:36:33;0.1;Right U-turn;52590.3;52593.1;13348.3;13351.1;2.8;
14:36:33;0.1;14:36:35;0.5;Prospection;52593.1;52595.5;13351.1;13353.5;2.4;
14:36:35;0.5;14:36:39;0.3;Gliding descent;52595.5;52599.3;13353.5;13357.3;3.8;
14:36:39;0.3;14:36:40;0.3;Grabbing on movement;52599.3;52600.3;13357.3;13358.3;1;
14:36:40;0.3;14:36:50;0.9;Swimming horizontally;52600.3;52610.9;13358.3;13368.9;10.6;
14:36:50;0.9;14:36:52;0;Grabbing on movement;52610.9;52612;13368.9;13370;1.1;
14:36:52;0;14:37:05;0;Prospection;52612;52625;13370;13383;13;
14:37:05;0;14:37:12;0.6;Left U-turn;52625;52632.6;13383;13390.6;7.6;
14:37:12;0.6;14:37:15;0.5;Swimming 1 horizontally;52632.6;52635.5;13390.6;13393.5;2.9;
14:37:15;0.5;14:37:17;0.1;Obstacle;52635.5;52637.1;13393.5;13395.1;1.6;
14:37:17;0.1;14:37:23;0.6;Right U-turn;52637.1;52643.6;13395.1;13401.6;6.5;
14:37:23;0.6;14:37:25;0.3;Gliding descent;52643.6;52645.3;13401.6;13403.3;1.7;
14:37:25;0.3;14:37:32;0.5;Swimming 1 descent;52645.3;52652.5;13403.3;13410.5;7.2;
14:37:32;0.5;14:37:35;0;Gliding descent;52652.5;52655;13410.5;13413;2.5;
14:37:35;0;14:37:55;0.5;Scratching;52655;52675.5;13413;13433.5;20.5;
14:37:55;0.5;14:38:07;0;Swimming horizontally;52675.5;52687;13433.5;13445;11.5;
14:38:07;0;14:38:13;0.8;Prospection;52687;52693.8;13445;13451.8;6.8;
14:38:13;0.8;14:38:27;0.3;Swimming horizontally;52693.8;52707.3;13451.8;13465.3;13.5;
14:38:27;0.3;14:38:33;0.5;Right U-turn;52707.3;52713.5;13465.3;13471.5;6.2;
14:38:33;0.5;14:38:35;0.8;Left U-turn;52713.5;52715.8;13471.5;13473.8;2.3;
14:38:35;0.8;14:38:47;0;Prospection;52715.8;52727;13473.8;13485;11.2;
14:38:47;0;14:39:21;0.8;Swimming descent;52727;52761.8;13485;13519.8;34.8;
14:39:21;0.8;14:39:23;0.5;Shaking;52761.8;52763.5;13519.8;13521.5;1.7;
14:39:23;0.5;14:40:29;0.9;Scratching;52763.5;52829.9;13521.5;13587.9;66.4;
14:40:29;0.9;14:40:34;0.6;Resting;52829.9;52834.6;13587.9;13592.6;4.7;
14:40:34;0.6;14:42:50;0;Scratching;52834.6;52970;13592.6;13728;135.4;
14:42:50;0;14:43:05;0;Resting;52970;52985;13728;13743;15;
14:43:05;0;14:43:14;0.8;Scratching;52985;52994.8;13743;13752.8;9.8;
14:43:14;0.8;14:43:17;0.5;Grabbing stationary;52994.8;52997.5;13752.8;13755.5;2.7;
14:43:17;0.5;14:43:19;0;Chewing stationary;52997.5;52999;13755.5;13757;1.5;
14:43:19;0;14:43:28;0.7;Resting;52999;53008.7;13757;13766.7;9.7;
14:43:28;0.7;14:45:26;0.75;Scratching;53008.7;53126.75;13766.7;13884.75;118.05;
14:45:26;0.75;14:45:34;0.8;Resting;53126.75;53134.8;13884.75;13892.8;8.05;
14:45:34;0.8;14:45:45;0;Right U-turn;53134.8;53145;13892.8;13903;10.2;
14:45:45;0;14:45:49;0.8;Resting;53145;53149.8;13903;13907.8;4.8;
14:45:49;0.8;14:47:07;0.2;Scratching;53149.8;53227.2;13907.8;13985.2;77.4;
14:47:07;0.2;14:47:29;0.9;Resting;53227.2;53249.9;13985.2;14007.9;22.7;
14:47:29;0.9;14:47:47;0.4;Scratching;53249.9;53267.4;14007.9;14025.4;17.5;
14:47:47;0.4;14:47:51;0.5;Resting;53267.4;53271.5;14025.4;14029.5;4.1;
14:47:51;0.5;14:48:15;0.9;Scratching;53271.5;53295.9;14029.5;14053.9;24.4;
14:48:15;0.9;14:48:23;0;Left U-turn;53295.9;53303;14053.9;14061;7.1;
14:48:23;0;14:48:30;0.2;Right U-turn;53303;53310.2;14061;14068.2;7.2;
14:48:30;0.2;14:48:41;0.4;Scratching;53310.2;53321.4;14068.2;14079.4;11.2;
14:48:41;0.4;14:48:44;0.1;Gliding ascent;53321.4;53324.1;14079.4;14082.1;2.7;
